sidewalk,layer,lanes,amenity,tactile_paving,cycleway,note,:END_ID,tunnel,oneway,width,leaf_type,fixme,train,lcn_ref,area,bicycle_road,name,leaf_cycle,railway,capacity,maxspeed,bicycle_parking,description-covid19,landuse,cycleway-left,cycleway-right,surface,natural,level,leisure,wall,bridge,vehicle,bicycle,segregated,source,:TYPE,building,ref,foot,:START_ID,bench,osmId,highway,lit,public_transport,smoothness 
,,,,,,,600329049,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329048,,47069280,,,,
,,,,,,,600329051,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329049,,47069280,,,,
,,,,,,,600328799,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329051,,47069280,,,,
,,,,,,,600328798,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600328799,,47069280,,,,
,,,,,,,600328796,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600328798,,47069280,,,,
,,,,,,,2502899061,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600328796,,47069280,,,,
,,,,,,,600328792,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,2502899061,,47069280,,,,
,,,,,,,600329052,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600328792,,47069280,,,,
,,,,,,,600329053,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329052,,47069280,,,,
,,,,,,,600329054,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329053,,47069280,,,,
,,,,,,,600329055,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329054,,47069280,,,,
,,,,,,,600329056,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329055,,47069280,,,,
,,,,,,,7502997623,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329056,,47069280,,,,
,,,,,,,600329058,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,7502997623,,47069280,,,,
,,,,,,,600329060,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329058,,47069280,,,,
,,,,,,,600329061,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329060,,47069280,,,,
,,,,,,,5448962203,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329061,,47069280,,,,
,,,,,,,600329062,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,5448962203,,47069280,,,,
,,,,,,,600329063,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329062,,47069280,,,,
,,,,,,,600329064,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329063,,47069280,,,,
,,,,,,,600329065,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329064,,47069280,,,,
,,,,,,,600329066,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329065,,47069280,,,,
,,,,,,,600329067,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329066,,47069280,,,,
,,,,,,,600329069,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329067,,47069280,,,,
,,,,,,,600329070,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329069,,47069280,,,,
,,,,,,,600329071,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329070,,47069280,,,,
,,,,,,,600329072,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329071,,47069280,,,,
,,,,,,,600329073,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329072,,47069280,,,,
,,,,,,,600329074,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329073,,47069280,,,,
,,,,,,,600329075,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329074,,47069280,,,,
,,,,,,,600329077,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329075,,47069280,,,,
,,,,,,,600329105,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329077,,47069280,,,,
,,,,,,,600329106,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329105,,47069280,,,,
,,,,,,,600329107,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329106,,47069280,,,,
,,,,,,,600329108,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329107,,47069280,,,,
,,,,,,,600329109,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329108,,47069280,,,,
,,,,,,,600329110,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329109,,47069280,,,,
,,,,,,,5448962204,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329110,,47069280,,,,
,,,,,,,600329111,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,5448962204,,47069280,,,,
,,,,,,,6734038227,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329111,,47069280,,,,
,,,,,,,600329112,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,6734038227,,47069280,,,,
,,,,,,,600329047,,,,,,,,,,Le Parc des Tourelles,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,600329112,,47069280,,,,
,,,,,,,600329332,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,NEXT_NODE,,,,600329331,,47069311,,,,
,,,,,,,600329333,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,NEXT_NODE,,,,600329332,,47069311,,,,
,,,,,,,600329334,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,NEXT_NODE,,,,600329333,,47069311,,,,
,,,,,,,600329335,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,NEXT_NODE,,,,600329334,,47069311,,,,
,,,,,,,600329336,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,NEXT_NODE,,,,600329335,,47069311,,,,
,,,,,,,600329337,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,NEXT_NODE,,,,600329336,,47069311,,,,
,,,,,,,600329338,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,NEXT_NODE,,,,600329337,,47069311,,,,
,,,,,,,600329339,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,NEXT_NODE,,,,600329338,,47069311,,,,
,,,,,,,600329340,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,NEXT_NODE,,,,600329339,,47069311,,,,
,,,,,,,600329331,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,NEXT_NODE,,,,600329340,,47069311,,,,
,,,recycling,,,,788253873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788167192,,63752224,,,,
,,,recycling,,,,788234878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788253873,,63752224,,,,
,,,recycling,,,,788128287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788234878,,63752224,,,,
,,,recycling,,,,788232258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788128287,,63752224,,,,
,,,recycling,,,,788233625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788232258,,63752224,,,,
,,,recycling,,,,788167192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788233625,,63752224,,,,
,,,,,,,788090202,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788127886,,63753975,,,platform,
,,,,,,,788176717,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788090202,,63753975,,,platform,
,,,,,,,788232358,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788176717,,63753975,,,platform,
,,,,,,,788241009,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788232358,,63753975,,,platform,
,,,,,,,788246552,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788241009,,63753975,,,platform,
,,,,,,,788095257,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788246552,,63753975,,,platform,
,,,,,,,788230597,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788095257,,63753975,,,platform,
,,,,,,,788233293,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788230597,,63753975,,,platform,
,,,,,,,788127886,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788233293,,63753975,,,platform,
,,,recycling,,,,788120571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788226610,,63754772,,,,
,,,recycling,,,,788138232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788120571,,63754772,,,,
,,,recycling,,,,788201075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788138232,,63754772,,,,
,,,recycling,,,,788226610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,NEXT_NODE,yes,,,788201075,,63754772,,,,
,,,,,lane,,1026595323,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,248181656,,82289647,secondary,,,
,,,,,lane,,292421453,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,1026595323,,82289647,secondary,,,
,,,,,lane,,292421455,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,292421453,,82289647,secondary,,,
,,,,,lane,,4048112955,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,292421455,,82289647,secondary,,,
,,,,,lane,,292423132,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,4048112955,,82289647,secondary,,,
,,,,,lane,,2109946343,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,292423132,,82289647,secondary,,,
,,,,,lane,,2238362285,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,2109946343,,82289647,secondary,,,
,,,,,lane,,292423097,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,2238362285,,82289647,secondary,,,
,,,,,lane,,2109946348,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,292423097,,82289647,secondary,,,
,,,,,lane,,471829707,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,2109946348,,82289647,secondary,,,
,,,,,lane,,1078987785,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,471829707,,82289647,secondary,,,
,,,,,lane,,292421370,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,1078987785,,82289647,secondary,,,
,,,,,lane,,1507516945,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,292421370,,82289647,secondary,,,
,,,,,lane,,292421375,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,1507516945,,82289647,secondary,,,
,,,,,lane,,292421412,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,292421375,,82289647,secondary,,,
,,,,,lane,,2238362318,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,292421412,,82289647,secondary,,,
,,,,,lane,,292421379,,yes,,,,,,,,Boulevard des Champs-Élysées,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 92,,2238362318,,82289647,secondary,,,
,,,,,,,1347225315,,,,,,,,,,Grand Parc,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,1347225349,,120073161,,,,
,,,,,,,1347225372,,,,,,,,,,Grand Parc,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,1347225315,,120073161,,,,
,,,,,,,1347225398,,,,,,,,,,Grand Parc,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,1347225372,,120073161,,,,
,,,,,,,1347225287,,,,,,,,,,Grand Parc,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,1347225398,,120073161,,,,
,,,,,,,1347225303,,,,,,,,,,Grand Parc,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,1347225287,,120073161,,,,
,,,,,,,1347225227,,,,,,,,,,Grand Parc,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,1347225303,,120073161,,,,
,,,,,,,1347225342,,,,,,,,,,Grand Parc,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,1347225227,,120073161,,,,
,,,,,,,1347225309,,,,,,,,,,Grand Parc,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,1347225342,,120073161,,,,
,,,,,,,1347225282,,,,,,,,,,Grand Parc,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,1347225309,,120073161,,,,
,,,,,,,1347225416,,,,,,,,,,Grand Parc,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,1347225282,,120073161,,,,
,,,,,,,1347225349,,,,,,,,,,Grand Parc,,,,,,,,,,,,,park,,,,,,,NEXT_NODE,,,,1347225416,,120073161,,,,
,,,,,,,1894971453,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,1793417898,,168025925,cycleway,,,
,,,,,,,359963035,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,1894971453,,168025925,cycleway,,,
,,,,,,,1894971335,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,359963035,,168025925,cycleway,,,
,,,,,,,359963037,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,1894971335,,168025925,cycleway,,,
,,,,,,,2782442122,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,359963037,,168025925,cycleway,,,
,,,,,,,359963039,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,2782442122,,168025925,cycleway,,,
,,,,,,,359963040,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,359963039,,168025925,cycleway,,,
,,,,,,,2782442112,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,359963040,,168025925,cycleway,,,
,,,,,,,359963042,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,2782442112,,168025925,cycleway,,,
,,,,,,,359963044,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,359963042,,168025925,cycleway,,,
,,,,,,,359963046,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,359963044,,168025925,cycleway,,,
,,,,,,,2567569615,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,359963046,,168025925,cycleway,,,
,,,,,,,359963048,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,2567569615,,168025925,cycleway,,,
,,,,,,,359963049,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,359963048,,168025925,cycleway,,,
,,,,,,,359963051,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,359963049,,168025925,cycleway,,,
,,,,,,,359963053,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,359963051,,168025925,cycleway,,,
,,,,,,,359963055,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,359963053,,168025925,cycleway,,,
,,,,,,,359121492,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,NEXT_NODE,,,,359963055,,168025925,cycleway,,,
,,,,,,,1793417903,,,2.5,,,,24,,,,,,,,,,,,,concrete,,,,,,,,,,NEXT_NODE,,,,1793417898,,168025930,cycleway,,,
,,,,,,,2567569616,,,2.5,,,,24,,,,,,,,,,,,,concrete,,,,,,,,,,NEXT_NODE,,,,1793417903,,168025930,cycleway,,,
,,,,,,,1793417908,,,2.5,,,,24,,,,,,,,,,,,,concrete,,,,,,,,,,NEXT_NODE,,,,2567569616,,168025930,cycleway,,,
,,,,,,,1793417932,,,2.5,,,,24,,,,,,,,,,,,,concrete,,,,,,,,,,NEXT_NODE,,,,1793417908,,168025930,cycleway,,,
,,,,,,,1803208737,,,2.5,,,,24,,,,,,,,,,,,,concrete,,,,,,,,,,NEXT_NODE,,,,1793417932,,168025930,cycleway,,,
,,,,,,,1793417937,,,2.5,,,,24,,,,,,,,,,,,,concrete,,,,,,,,,,NEXT_NODE,,,,1803208737,,168025930,cycleway,,,
,,,,,,,1803208740,,,2.5,,,,24,,,,,,,,,,,,,concrete,,,,,,,,,,NEXT_NODE,,,,1793417937,,168025930,cycleway,,,
,,,,,,,1805532984,,,2.5,,,,24,,,,,,,,,,,,,concrete,,,,,,,,,,NEXT_NODE,,,,1803208740,,168025930,cycleway,,,
,,,,,,,1793417960,,,2.5,,,,24,,,,,,,,,,,,,concrete,,,,,,,,,,NEXT_NODE,,,,1805532984,,168025930,cycleway,,,
,,,,,,,1803208739,,,2.5,,,,24,,,,,,,,,,,,,concrete,,,,,,,,,,NEXT_NODE,,,,1793417960,,168025930,cycleway,,,
,,,,,,,1958224645,,,2.5,,,,24,,,,,,,,,,,,,concrete,,,,,,,,,,NEXT_NODE,,,,1803208739,,168025930,cycleway,,,
,,,,,,,2574731227,,,2.5,,,,24,,,,,,,,,,,,,concrete,,,,,,,,,,NEXT_NODE,,,,1958224645,,168025930,cycleway,,,
,,,,,,,292421631,,,2.5,,,,24,,,,,,,,,,,,,concrete,,,,,,,,,,NEXT_NODE,,,,2574731227,,168025930,cycleway,,,
,,,,,,,292480573,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,yes,,NEXT_NODE,,,yes,7624140331,,168447290,cycleway,,,
,,,,,,,1797182502,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,yes,,NEXT_NODE,,,yes,292480573,,168447290,cycleway,,,
,,,,,,,1797182498,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,yes,,NEXT_NODE,,,yes,1797182502,,168447290,cycleway,,,
,,,,,,,1797182495,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,yes,,NEXT_NODE,,,yes,1797182498,,168447290,cycleway,,,
,,,,,,,1797182492,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,yes,,NEXT_NODE,,,yes,1797182495,,168447290,cycleway,,,
,,,,,,,1797182489,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,yes,,NEXT_NODE,,,yes,1797182492,,168447290,cycleway,,,
,,,,,,,1797182482,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,yes,,NEXT_NODE,,,yes,1797182489,,168447290,cycleway,,,
,,,,,,,292480575,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,yes,,NEXT_NODE,,,yes,1797182482,,168447290,cycleway,,,
,,,,,lane,,292421418,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,292421379,,171227972,secondary,,,
,,,,,lane,,2238362321,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,292421418,,171227972,secondary,,,
,,,,,lane,,1960087399,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,2238362321,,171227972,secondary,,,
,,,,,lane,,2211394614,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,1960087399,,171227972,secondary,,,
,,,,,lane,,1078987516,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,2211394614,,171227972,secondary,,,
,,,,,lane,,2284015078,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,1078987516,,171227972,secondary,,,
,,,,,lane,,246568933,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,2284015078,,171227972,secondary,,,
,,,,,lane,,1045340481,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,246568933,,171227972,secondary,,,
,,,,,lane,,1019340384,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,1045340481,,171227972,secondary,,,
,,,,,lane,,1019340385,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,1019340384,,171227972,secondary,,,
,,,,,lane,,292421654,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,1019340385,,171227972,secondary,,,
,,,,,lane,,246568934,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,292421654,,171227972,secondary,,,
,,,,,lane,,1019340389,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,246568934,,171227972,secondary,,,
,,,,,lane,,246568935,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,1019340389,,171227972,secondary,,,
,,,,,lane,,246568936,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,246568935,,171227972,secondary,,,
,,,,,lane,,246568937,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,246568936,,171227972,secondary,,,
,,,,,lane,,1960087364,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,246568937,,171227972,secondary,,,
,,,,,lane,,246568938,,yes,,,,,,,,Boulevard de l'Europe,,,,,,bande cyclable temporaire 3 m à la place de la voie de droite,,,,,,,,,,,,,,NEXT_NODE,,D 91,,1960087364,,171227972,secondary,,,
